Product_Name,Price_AUD,Link,Computer type,Laptop series,Display size (inches),Screen size range,Resolution (Pixels),Screen Resolution,Refresh Rate (Hz),Processor Type,Processor Model Number,Processor Cores,Processor Memory Cache,Processor Max. Clock Speed (GHz),Copilot+ PC,AI features,RAM (GB),RAM type,SSD storage,SSD form factor,Total Storage,Graphics processor,HDMI ports,USB 3.2 Ports,USB-C Ports,USB (Type-C) Port,Headphone port (3.5mm),Webcam,Bluetooth,Backlit keyboard,Wi-Fi,Battery life,Battery WHr,Battery cell count,Operating system,Colour,Product Height (mm),Product Width (mm),Product Depth (mm),Product Weight (kg),Lightweight,Manufacturer's warranty,Display type,Touchscreen,Processor Clock Speed (GHz),USB Ports,Thunderbolt 4.0 ports,Charge port,Card reader,RAM speeds,Manufacturer's Warranty,USB 2.0 Ports,Expandable memory slot(s),Graphics memory,Gaming PC,Graphics card series,Ethernet / LAN ports,eMMC storage,Microsoft Surface type,Neural Processing Unit (NPU),TOPS (AI metric),Travel laptop,Surface Connect ports,Thunderbolt 5.0 ports,Battery capacity (mAh),PC Gaming Device,Memory type,Performance Laptop,Tablet Type,Aspect ratio,RAM module configuration,Flash storage,Expandable storage type,USB 3.1 Ports,Intel Evo device,Response Time (ms),Warranty notes,Thunderbolt 1.0 ports,Contains button battery,Product condition,Network compatibility,USB 3.0 Ports,Mini HDMI ports,Thunderbolt 3.0 ports,Internal memory,Power supply type,Virtual Assistant Built-in,Pack quantity
"Lenovo Yoga Slim 7i Aura Edition 14"" 2.8K OLED Laptop (Intel Core Ultra 7)[1TB]",1699,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-aura-edition-14-2-8k-oled-laptop-intel-core-ultra-71tb,Laptop,,14,"14"" to 14.9""",2880 x 1800,,,Intel Core Ultra 7,Intel® Core™ Ultra 7 258V,8 Core,12MB,4.8,Yes,,32,,1TB,,1TB,Integrated Intel® Arc™ Graphics 140V,1,1,2,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,70,,Windows 11 Home,Silver,13.9,312,219.3,1.19,,1 Year,OLED,,,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3i 15.3"" 2K Laptop (Intel Core i7)[1TB]",1599,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-3i-15-3-2k-laptop-intel-core-i71tb,Laptop,,15.3,"15"" to 16.9""",1920 x 1200,2K,60,Intel Core i7,Ci7-13620H,10 Core,24MB,4.9,,,16,,1TB,,1TB,Integrated Intel® UHD Graphics,1,2,1,,Yes,Yes,v5.2,Yes,Wi-Fi 6 (802.11 ax),,50,,Windows 11 Home,Grey,343.4,239.5,17.9,1.59,,1 Year,IPS,Yes,2.4,,,,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell 15 DC15250 15.6"" FHD Laptop (Intel Core i5)[512GB]",749,https://www.jbhifi.com.au/products/dell-15-dc15250-15-6-fhd-laptop-intel-core-i5512gb,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,,120,Intel Core i5,Intel Core i5-1334U,10 Core,,4.6,,,16,DDR4 SDRAM,512GB,,512GB,Intel UHD Graphics,1,3,,,,HD,v5.3,No,Wi-Fi 5 (802.11 ac),,41,3,Windows 11 Home,Silver,17.5,358.39,234.95,1.94,,1 Year,WVA,,,,,,SD,2666,,1,,,,,,,,,,,,,,,,,,,16GB RAM (1x16GB),,,,,,,,,,,,,,,,,
"Lenovo Legion 5i 15.1"" WQXGA 165Hz OLED Gaming Laptop (Intel Core i7)[GeForce RTX 5060]",2197,https://www.jbhifi.com.au/products/lenovo-legion-5i-15-1-wqxga-165hz-oled-gaming-laptop-intel-core-i7geforce-rtx-5060,Laptop,,15.1,"15"" to 16.9""",2560 x 1600,WQXGA,165,Intel Core i7,Intel® Core™ i7-14700HX,20 Core,33MB,5.5,,,24,,1TB,,1TB,,1,3,2,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,80,,Windows 11 Home,Black,344.9,255.35,21.54,1.9,,1 Year,OLED,,,,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,,Gaming laptop,GDDR7,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 14 7440 14"" WUXGA 2-in-1 Laptop (Intel Core 7)[1TB]",1399,https://www.jbhifi.com.au/products/dell-inspiron-14-7440-14-wuxga-2-in-1-laptop-intel-core-71tb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core 7,Intel Core 7 processor 150U,10 Core,12MB,5.4,,,16,DDR5 SDRAM,1TB,,1TB,Intel Graphics,1,1,2,3.2,,FHD,v5.3,Yes,Wi-Fi 6 (802.11 ax),,54,4,Windows 11 Home,Blue,18,314,226,1.74,,1 Year,WVA,Yes,,,,,SD,5200,,1,,,,,,,,,,,,,,,,,,,16GB RAM (2x8GB),,,,,,,,,,,,,,,,,
"Lenovo 14"" OLED Touchscreen Chromebook Plus Laptop with Gemini (256GB)",799,https://www.jbhifi.com.au/products/lenovo-14-oled-touchscreen-chromebook-plus-laptop-with-gemini-256gb,Chromebook,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,MTK,Ultra 910,8 Core,,2.1,,,16,,256GB,,256GB,Integrated Arm Immortalis-G925 MC,,1,2,3.2,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),Google power load test: 17 hr,60,,Google Chrome,Silver,314.2,219.1,15.79,,,1 Year,OLED,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion 5 Pro 16IAX10 16"" WQXGA 165Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070 Ti]",3299,https://www.jbhifi.com.au/products/lenovo-legion-5-pro-16iax10-16-wqxga-165hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5070-ti,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,165,Intel Core Ultra 9,Intel® Core™ Ultra 9 275HX,24 Core,36MB,5.4,,,32,DDR5 SDRAM,1TB,M.2,1TB,,1,3,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,80,,Windows 11 Home,Black,364.38,268.06,25.95,2.42,,1 Year,OLED,,,,,,,5600,,,,12GB,Yes,NVIDIA GeForce RTX 5070 Ti,1,,,,,,,,,Gaming Laptop,GDDR7,,,,,,,,,,,,,,,,,,,,,
"Dell DB16255 16"" WUXGA Copilot+ PC Laptop (Ryzen AI 7)[1TB]",1399,https://www.jbhifi.com.au/products/dell-db16255-16-wuxga-copilot-pc-laptop-ryzen-ai-71tb,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,,AMD Ryzen AI 7,350,8 Core,,5,,,16,LPDDR5,1TB,M.2,1TB,AMD Radeon Graphics,1,1,2,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,64,4,Windows 11 Home,Blue,16.99,356.78,250.6,1.83,,1 Year,LED,,,,,,,,,,,Shared,No,,,,,,,,,,,,,,,,16GB RAM (1x16GB),,,,,,,,,,,,,,,,,
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop (Intel Core i7)[GeForce RTX 5050]",1599,https://www.jbhifi.com.au/products/lenovo-loq-15-6-fhd-144hz-gaming-laptop-intel-core-i7geforce-rtx-5050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,144,Intel Core i7,Intel® Core™ i7-13650HX,14 Core,24MB,4.9,,,24,,512GB,,512GB,,1,3,1,,,Yes,v5.2,Yes,Wi-Fi 6 (802.11 ax),,60,,Windows 11 Home,Grey,359.86,258.7,23.9,2.4,,1 Year,IPS,,,,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5050,1,,,,,,,,,Gaming laptop,GDDR7,,,,,,,,,,,,,,,,,,,,,
"Lenvo LOQ Essential 15.6"" FHD 144Hz Gaming Laptop (Intel Core i5)[GeForce RTX 4050]",1299,https://www.jbhifi.com.au/products/lenvo-loq-essential-15-6-fhd-144hz-gaming-laptop-intel-core-i5geforce-rtx-4050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,144,Intel Core i5,i5-12450HX,8 Core,12MB,4.4,,,16,DDR5 SDRAM,512GB,,512GB,,1,2,1,,,Yes,Yes,Yes,Wi-Fi 6 (802.11 ax),,,,Windows 11 Home,Grey,22.95,359.3,236,1.77,,1 Year,IPS,,,,,,SD card reader,4800,,,,6GB GDDR6,Yes,NVIDIA GeForce RTX 4050,1,,,,,,,,,,,,,,16GB RAM (1x16GB),,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 16"" WUXGA Laptop (Intel Core Ultra 5)[512GB]",999,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-5-16-wuxga-laptop-intel-core-ultra-5512gb,Laptop,,16,"15"" to 16.9""",1920 x 1200,,60,Intel Core Ultra 5,125H,14 Core,18MB,4.5,,,32,,512GB,,512GB,Integrated Intel Arc Graphics,1,2,2,,,Yes,v5.2,,Wi-Fi 6 (802.11 ax),,57,,Windows 11 Home,Grey,356,251,16.9,1.82,,1 Year,IPS,,,,,,Micro SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3i 14"" HD Laptop (Intel Core Celeron)[128GB]",299,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-3i-14-hd-laptop-intel-core-celeron128gb,Laptop,,14,"14"" to 14.9""",1366 x 768,HD,,Intel Core Celeron,N100,4 Core,6MB,3.4,,,4,DDR5 SDRAM,,,128GB,Integrated Intel UHD Graphics,1,2,1,,,Yes,v5.2,,Wi-Fi 6 (802.11 ax),,47,,Windows 11 Home S,Grey,324.3,213.8,17.9,1.31,,1 Year,TN,,,,,,SD,4800,,,,,,,,,,,,,,,,,,,,,,128GB,,,,,,,,,,,,,,,,
"HP OmniBook 5 Flip 14"" 2K 2-in-1 Laptop (Intel Core 7)[Silver/512GB]",1999,https://www.jbhifi.com.au/products/hp-omnibook-5-flip-14-2k-2-in-1-laptop-intel-core-7silver-512gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,2K,,Intel Core 7,Intel® Core™ 7 150U,10 Core,12MB L3,5.4,,,16,LPDDR5x,512GB,M.2,512GB,Intel® Graphics,1,,2,,Yes,Yes,v5.4,No,Wi-Fi 6 (802.11 ax),,68,4,Windows 11 Home,Silver,219.9,313,18.4,1.65,,1 Year,IPS,Yes,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro Copilot+ PC 12"" Snapdragon X Plus 8 core/16GB/512GB (Violet)",1188,https://www.jbhifi.com.au/products/microsoft-surface-pro-copilot-pc-12-snapdragon-x-plus-8-core-16gb-512gb-violet,2 in 1,,12,"12"" to 12.9""",2196 x 1464 (220 PPI),,,Qualcomm Snapdragon,Snapdragon X Plus X1P-42-100,8 Core,30MB,3.4,"Yes, Yes",,16,"LPDDR5x, LPDDR5x",512GB,,512GB,integrated,,,2,,,FHD,v5.4,,Wi-Fi 7 (802.11 be),,38.8,2,Windows 11 Home,Violet,,,,,,2 Years,PixelSense LCD display,Yes,,,,,,,,,,,,,,,Surface Pro,Qualcomm Hexagon,45,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro Copilot+ PC 12"" Snapdragon X Plus 8 core/16GB/512GB (Platinum)",1188,https://www.jbhifi.com.au/products/microsoft-surface-pro-copilot-pc-12-snapdragon-x-plus-8-core-16gb-512gb-platinum,2 in 1,,12,"12"" to 12.9""",2196 x 1464 (220 PPI),,,Qualcomm Snapdragon,Snapdragon X Plus X1P-42-100,8 Core,30MB,3.4,"Yes, Yes",,16,"LPDDR5x, LPDDR5x",512GB,,512GB,integrated,,,2,,,FHD,v5.4,,Wi-Fi 7 (802.11 be),,38.8,2,Windows 11 Home,Platinum,,,,,,2 Years,PixelSense LCD display,Yes,,,,,,,,,,,,,,,Surface Pro,Qualcomm Hexagon,45,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop CoPilot+ PC 13"" Snapdragon X Plus 8 core/16GB/512GB (Platinum)",1348,https://www.jbhifi.com.au/products/microsoft-surface-laptop-copilot-pc-13-snapdragon-x-plus-8-core-16gb-512gb-platinum,Laptop,,13,"13"" to 13.9""",1920 x 1280,,,Qualcomm Snapdragon,Snapdragon X Plus X1P-42-100,8 Core,30MB,3.4,"Yes, Yes","Copilot keyboard key, Copilot keyboard key",16,"LPDDR5x, LPDDR5x",512GB,,512GB,integrated,,,2,,Yes,FHD,v5.4,,Wi-Fi 7 (802.11 be),,50,4,Windows 11 Home,Platinum,,,,,,2 Years,PixelSense™ Flow Display,Yes,,,,,,,,,,,,,,,Surface Laptop,Qualcomm Hexagon,45,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 5 AI 16"" 2K Laptop (Intel Core Ultra 5)[512GB]",1899,https://www.jbhifi.com.au/products/hp-omnibook-5-ai-16-2k-laptop-intel-core-ultra-5512gb,Laptop,,16,"15"" to 16.9""",1920 x 1200,2K,,Intel Core Ultra 5,Intel® Core™ Ultra 5 225U,12 Core,12MB L3,4.8,,,16,LPDDR5x,512GB,M.2,512GB,Intel® Graphics,1,,2,,Yes,Yes,v5.4,Yes,Wi-Fi 6 (802.11 ax),,59,3,Windows 11 Home,Silver,254.8,357.7,17.9,1.79,,1 Year,IPS,Yes,2.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Modern 14 14"" FHD Laptop (Intel Core 5) [512GB]",749,https://www.jbhifi.com.au/products/msi-modern-14-14-fhd-laptop-intel-core-5-512gb,Laptop,,14,"14"" to 14.9""",1920*1080,,60,Intel Core 5,Core 5 120U,10 Core,12,5,,,16,DDR4,512GB,,512GB,Intel Graphics,1,3,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,46.8,3,Windows 11 Home,,19.95,323.9,217.2,1.58,,1 Year,IPS-Level,,1.4,4,,,microSD Card Reader,,,,,,,,1,,,,,,,,4050,,,Yes,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 13-inch with M4 Chip, 512GB/24GB (Midnight)",1999,https://www.jbhifi.com.au/products/apple-macbook-air-13-inch-with-m4-chip-512gb-24gb-midnight,MacBook Air,,13,"13"" to 13.9""",2560 x 1664,,,Apple M4,,10 Core,,,,,24,,256GB,,256GB,,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Midnight,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Zenbook 14 14"" 3K OLED Laptop (Intel Core Ultra 5)[1TB]",1799,https://www.jbhifi.com.au/products/asus-zenbook-14-14-3k-oled-laptop-intel-core-ultra-51tb,Laptop,,14,"14"" to 14.9""",2880 x 1800,3K,,Intel Core Ultra 5,Intel® Core™ Ultra 5 Processor 225H,14 Core,,4.9,,,16,,1TB,M.2,1TB,Intel® Arc™ Graphics,1,1,,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),1,75,4,Windows 11 Home,Silver,312,220,1.28,1.28,,1 Year,OLED,Yes,1.7,,2,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 14-inch with M4 Chip, 1TB/16GB (Space Black)[2024]",2597,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-1tb-16gb-space-black2024,MacBook Pro,,14,"14"" to 14.9""",3124 x 1964,Liquid Retina XDR display,,Apple M4,,10 Core,,,,,16,,1TB,,1TB,10 core GPU,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 24 Hours video streaming,,,MacOS Sequioa,Space Black,,,,,,1 Year,,,,,3,MagSafe 3,SDXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 14-inch with M4 Chip, 512GB/16GB (Silver)[2024]",2298,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-512gb-16gb-silver2024,MacBook Pro,,14,"14"" to 14.9""",3124 x 1964,Liquid Retina XDR display,,Apple M4,,10 Core,,,,,16,,512GB,,512GB,10 core GPU,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 24 Hours video streaming,,,MacOS Sequioa,Silver,,,,,,1 Year,,,,,3,MagSafe 3,SDXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 15"" Snapdragon X Elite 12 core/16GB/512GB (Black)",1797,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-15-snapdragon-x-elite-12-core-16gb-512gb-black-1,Laptop,,15,"15"" to 16.9""",2496 x 1664,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Graphite,329,239,18.29,1.66,,1 Year,,,3.4,1,,,MicroSDXC Card Reader,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,5806,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 13.8"" Snapdragon X Plus 10 core/16GB/512GB (Sapphire)",1499,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-plus-10-core-16gb-512gb-sapphire-1,Laptop,,13.8,"13"" to 13.9""",2304 x 1536,,,Qualcomm Snapdragon,Snapdragon® X Plus,10 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Sapphire,301,220,17.5,1.22,,1 Year,,,3.4,1,,,,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,4755,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 13.8"" Snapdragon X Plus 10 core/16GB/512GB (Dune)",1499,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-plus-10-core-16gb-512gb-dune-1,Laptop,,13.8,"13"" to 13.9""",2304 x 1536,,,Qualcomm Snapdragon,Snapdragon® X Plus,10 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Dune,301,220,17.5,1.22,,1 Year,,,3.4,1,,,,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,4755,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Elite 12 core/16GB/512GB OLED (Black)",1849,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-16gb-512gb-oled-black,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,42,3.4,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Integrated,,,2,,,1440p@30 fps (QHD) video,v5.4,,Wi-Fi 7 (802.11 be),Up to 14Hrs,,4,Windows 11 Home,Black,9.3,287,206,0.895,Yes,1 Year,Touchscreen: 13” PixelSense™ Flow Display OLED,Yes,3.4,,2,,,,,,,,,,,,Surface Pro 11th Edition,Hexagon,Up to 45,Yes,1,,7029,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,,,,,,,,,,,
"Lenovo Legion 5 15.3"" WUXGA 165Hz Gaming Laptop (Intel Core i7)[GeForce RTX 5070]",1999,https://www.jbhifi.com.au/products/lenovo-legion-5-15-3-wuxga-165hz-gaming-laptop-intel-core-i7geforce-rtx-5070,Laptop,,15.3,"15"" to 16.9""",1920 x 1200,WUXGA,165,Intel Core i7,13650HX,14 Core,24MB,4.9,,,24,DDR5 SDRAM,1TB,,1TB,,1,3,2,,,Yes,v5.2,Yes,Wi-Fi 6 (802.11 ax),,80,,Windows 11 Home,Black,344.9,255.35,23.99,2.1,,1 Year,IPS,,,,,,,4800,,,,8GB GDDR 7,Yes,NVIDIA GeForce RTX 5070,1,,,,,,,,,Gaming laptop,,,,,,,,,,,,,,,,,,,,,,
"MSI Katana 15 HX 15.6"" QHD 165Hz Gaming Laptop (Intel Core i7) [GeForce RTX 5050]",1799,https://www.jbhifi.com.au/products/msi-katana-15-hx-15-6-qhd-165hz-gaming-laptop-intel-core-i7-geforce-rtx-5050,Laptop,,15.6,"15"" to 16.9""",2560 x 1440,,165,Intel Core i7,i7-14650HX,16 Core,30,5.2,,,16,DDR5,1TB,,1TB,,1,3,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,75,4,Windows 11 Home,,27.95,359,259,2.35,,1 Year,IPS-Level,,2.2,4,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5050,1,,,,,,,,4850,,,Yes,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga Slim 7x 14.5"" 3K OLED Laptop (Copilot+ PC)[1TB]",1999,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7x-14-5-3k-oled-laptop-copilot-pc1tb,Laptop,,14.5,"14"" to 14.9""",2944 x 1840,3K,90,Qualcomm Snapdragon,Snapdragon® X Elite X1E-78-100,12 Core,42 MB,3.4,Yes,,32,DDR5,1TB,M.2,1TB,Qualcomm® Adreno™,,,3,,,Yes,,,Wi-Fi 7 (802.11 be),,70,,Windows 11 Home,Blue,,,,,,1 Year,OLED,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Zephyrus G14 14"" 3K 120Hz OLED Nebula Gaming Laptop (Ryzen 9 AI)[GeForce RTX 5070 Ti]",3849,https://www.jbhifi.com.au/products/asus-rog-zephyrus-g14-14-3k-120hz-oled-nebula-gaming-laptop-ryzen-9-aigeforce-rtx-5070-ti,Laptop,,14,"14"" to 14.9""",2880 x 1800,,120,AMD Ryzen 9,AMD Ryzen™ AI 9 HX 370 Processor,12 Core,,5.1,Yes,,32,DDR5 SDRAM,2TB,M.2,2TB,NVIDIA GeForce RTX 5070 Ti,1,2,1,4.0,,FHD,v5.3,Yes,Wi-Fi 7 (802.11 be),,73,4,Windows 11 Home,Grey,183,311,220,1.57,,1 Year,OLED,,2,3,,,Micro SD,,,,No,12GB GDDR7,Yes,NVIDIA GeForce RTX 5070 Ti,,,,,,,,,,Gaming Laptop,,,,,,,NVMe,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 15"" Snapdragon X Elite 12 core/32GB/1TB (Black)",2579,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-15-snapdragon-x-elite-12-core-32gb-1tb-black,Laptop,,15,"15"" to 16.9""",2496 x 1664 (201 PPI),,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",32,,1TB,,1TB,Qualcomm® Adreno™ GPU,,,2,,,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,6,Windows 11 Home,Black,,,,,,2 Years,PixelSense™ display,,3.4,,,,Micro SDXC,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,5806,,,,,,,,,1,,,,,,,,,,,,,,
"MSI Cyborg 15 15.6"" FHD 144Hz Gaming Laptop (Intel Core 7) [GeForce RTX 5060]",1699,https://www.jbhifi.com.au/products/msi-cyborg-15-15-6-fhd-144hz-gaming-laptop-intel-core-7-geforce-rtx-5060,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,,144,Intel Core 7,240H,10 Core,24MB,5.2,,,16,DDR5,512GB,,,,1,2,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,55.2,4,Windows 11 Home,Black,,,,,,1 Year,IPS-Level,,2.5,3,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,3570,Gaming Laptop,,Yes,,,,,,,,,,,,,,,,,,,,
"Dell 15 DC15255 15.6"" FHD 120Hz Laptop (Ryzen 3)[512GB]",629,https://www.jbhifi.com.au/products/dell-15-dc15255-15-6-fhd-120hz-laptop-ryzen-3512gb,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,120,AMD Ryzen 3,AMD Ryzen™ 3 7320U,Quad Core,6MB,4.1,,,8,LPDDR5,512GB,,512GB,AMD Radeon 610M,1,,1,,,HD,v5.3,No,Wi-Fi 5 (802.11 ac),,41,3,Windows 11 Home,Black,19.05,358.39,235.45,1.9,,1 Year,WVA,,,2,,,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop AI PC 15-fd2021TU 15.6"" FHD Laptop (Intel Core Ultra 7)[512GB/16GB]",1699,https://www.jbhifi.com.au/products/hp-laptop-ai-pc-15-fd2021tu-15-6-fhd-laptop-intel-core-ultra-7512gb-16gb,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel Core Ultra 7,Intel® Ultra™ 7-255U,12 Core,12MB L3,5.2,,,16,DDR5,512GB,M.2,512GB,Intel®  Graphics,1,,1,,,Yes,v5.3,No,Wi-Fi 6 (802.11 ax),,41,3,Windows 11 Home,Silver,236,359.8,18.6,1.65,,1 Year,SVA,,2,2,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Envy x360 14-fc0189TU 14"" WUXGA 2-in-1 Laptop (Intel Core Ultra 5)[512GB]",1299,https://www.jbhifi.com.au/products/hp-envy-x360-14-fc0189tu-14-wuxga-2-in-1-laptop-intel-core-ultra-5512gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 5,Intel® Core™ Ultra 5 125U,12 Core,12MB L3,4.3,,,16,LPDDR5,512GB,M.2,512GB,Intel® Graphics,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Silver,218.9,313.3,16.9,1.39,,1 Year,IPS,Yes,1.3,2,1,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop AI PC 15-fd2080TU 15.6"" FHD Laptop (Intel Core Ultra 5)[512GB/16GB]",1499,https://www.jbhifi.com.au/products/hp-laptop-ai-pc-15-fd2080tu-15-6-fhd-laptop-intel-core-ultra-5512gb-16gb,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel Core Ultra 5,Intel® Core™ Ultra 5 225U,12 Core,12MB L3,4.8,,,16,DDR5,512GB,M.2,512GB,Intel® Graphics,1,,1,,,Yes,v5.3,No,Wi-Fi 6 (802.11 ax),,41,3,Windows 11 Home,Silver,236,359.8,18.6,1.65,,1 Year,SVA,,1.5,2,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
