Product_Name,Price_AUD,Link,Computer type,Laptop series,Display size (inches),Screen size range,Resolution (Pixels),Screen Resolution,Refresh Rate (Hz),Processor Type,Processor Model Number,Processor Cores,Processor Memory Cache,Processor Max. Clock Speed (GHz),Copilot+ PC,AI features,RAM (GB),RAM type,SSD storage,SSD form factor,Total Storage,Graphics processor,HDMI ports,USB 3.2 Ports,USB-C Ports,USB (Type-C) Port,Headphone port (3.5mm),Webcam,Bluetooth,Backlit keyboard,Wi-Fi,Battery life,Battery WHr,Battery cell count,Operating system,Colour,Product Height (mm),Product Width (mm),Product Depth (mm),Product Weight (kg),Lightweight,Manufacturer's warranty,Display type,Touchscreen,Processor Clock Speed (GHz),USB Ports,Thunderbolt 4.0 ports,Charge port,Card reader,RAM speeds,Manufacturer's Warranty,USB 2.0 Ports,Expandable memory slot(s),Graphics memory,Gaming PC,Graphics card series,Ethernet / LAN ports,eMMC storage,Microsoft Surface type,Neural Processing Unit (NPU),TOPS (AI metric),Travel laptop,Surface Connect ports,Thunderbolt 5.0 ports,Battery capacity (mAh),PC Gaming Device,Memory type,Performance Laptop,Tablet Type,Aspect ratio,RAM module configuration,Flash storage,Expandable storage type,USB 3.1 Ports,Intel Evo device,Response Time (ms),Warranty notes,Thunderbolt 1.0 ports,Contains button battery,Product condition,Network compatibility,USB 3.0 Ports,Mini HDMI ports,Thunderbolt 3.0 ports,Internal memory,Power supply type,Virtual Assistant Built-in,Pack quantity
"Lenovo Yoga Slim 7i 14"" WUXGA OLED Laptop (Intel Core Ultra 5)[1TB]",1499,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-14-wuxga-oled-laptop-intel-core-ultra-51tb,Laptop,,14,"14"" to 14.9""",1920 x 1200,,60,Intel Core Ultra 5,155H,16 Core,24MB,4.8,,,32,DDR5 SDRAM,1TB,,1TB,Integrated Intel Arc Graphics,1,1,,,,Yes,v5.3,,Wi-Fi 6E (802.11 ax),,65,,Windows 11 Home,Grey,312,221,14.9,1.39,,1 Year,OLED,,,,2,,,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion Pro 7 16IAX10H 16"" WQXGA 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080]",4699,https://www.jbhifi.com.au/products/lenovo-legion-pro-7-16iax10h-16-wqxga-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5080,Laptop,,16,"15"" to 16.9""",2560 x 1600,,240,Intel Core Ultra 9,275HX,24 Core,36MB,5.4,,,32,DDR5-5600 SDRAM,1TB,M.2,1TB,NVIDIA GeForce RTX 5080,1,4,1,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Black,,,,,,1 Year,OLED,,,,1,,,6400,,,,16GB,Yes,NVIDIA GeForce RTX 5080,1,,,,,,,,,Gaming Laptop,,,,,,,,,,,,,,,,,,,,,,
"Alienware Area-51 18"" WQXGA 300Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090]",6789,https://www.jbhifi.com.au/products/alienware-area-51-18-wqxga-300hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5090,Laptop,,18,"17"" to 19.9""",2560 x 1600,WQXGA,300,Intel Core Ultra 9,275HX,24 Core,36MB,5.4,,,64,DDR5 SDRAM,2TB,M.2,2TB,,1,3,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,96,6,Windows 11 Home,,30.5,410,320,4.34,,1 Year,LED,,2.7,,,,,6400,,,,24GB,Yes,NVIDIA GeForce RTX 5090,,,,,,,,2,,Gaming Laptop,GDDR7,,,,64GB RAM (2x32GB),,,,,,Alienware Care - Hardware & software support for gamers 24/7 with on location repairs after remote diagnosis. Includes international support,,,,,,,,,,,
"MSI Vector A18 HX 18"" QHD+ MiniLED 240Hz Gaming Laptop (Ryzen 9) [GeForce RTX 5080]",4299,https://www.jbhifi.com.au/products/msi-vector-a18-hx-18-qhd-miniled-240hz-gaming-laptop-ryzen-9-geforce-rtx-5080,Laptop,,18,"17"" to 19.9""",2560x1600,QHD+,240,AMD Ryzen 9,9955HX,16 Core,80,5.4,,,32,DDR5,2TB,,2TB,NVIDIA GeForce RTX 5080,1,3,2,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,99.9,4,Windows 11 Home,Grey,24,404,307.5,3.6,,2 Years,Mini LED,,2.5,5,2,,Yes,,,,,16GB,Yes,NVIDIA GeForce RTX 5080,1,,,,,,,,6578,Gaming Laptop,,Yes,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Strix G16 16"" 2.5K 240Hz Nebula Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5070Ti]",3709,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-2-5k-240hz-nebula-gaming-laptop-intel-core-ultra-9-geforce-rtx-5070ti,Laptop,,16,"15"" to 16.9""",2560x1600,,240,Intel Core Ultra 9,Intel® Core™ Ultra 9 Processor 275HX,24 Core,36MB,5.4,,,32,DDR5 SDRAM,2TB,M.2,2TB,NVIDIA GeForce RTX 5070 Ti,1,3,,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,90,4,Windows 11 Home,Grey,308,354,268,2.73,,1 Year,IPS,,2.7,3,,,,,,,2,12GB GDDR7,Yes,NVIDIA GeForce RTX 5070 Ti,1,,,,,,,2,,Gaming Laptop,,,,,,,,,,,,,,,,,,,,,,
"MSI Summit 13 AI+ Evo 13.3"" FHD+ 2-in-1 Laptop (Intel Core Ultra 7) [1TB]",1999,https://www.jbhifi.com.au/products/msi-summit-13-ai-evo-13-3-fhd-2-in-1-laptop-intel-core-ultra-7-1tb,2 in 1,,13.3,"13"" to 13.9""",1920 x 1200,FHD+,60,Intel Core Ultra 7,258V,8 Core,12MB,4.8,Yes,,32,,1TB,,1TB,Intel Arc graphics,1,1,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),18Hrs,70,4,Windows 11 Home,Black,16.2,300.2,222.25,,Yes,1 Year,IPS,Yes,2.2,,2,,,,,,,,,,,,,,,,,,4550,,,Yes,,,,,,,Yes,,,,,,,,,,,,,
"HP OMEN 16-am0118TX 16"" WUXGA 165Hz Gaming Laptop (Intel Core i7)[GeForce RTX 5050]",1799,https://www.jbhifi.com.au/products/hp-omen-16-am0118tx-16-wuxga-165hz-gaming-laptop-intel-core-i7geforce-rtx-5050,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,165,Intel Core i7,Intel® Core™ i7-14650HX,16 Core,30MB L3,5.2,,,16,DDR5 SDRAM,512GB,M.2,512GB,,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,83,6,Windows 11 Home,Black,269,357.5,23.7,2.43,,1 Year,IPS,,2.2,2,,,,5600,,,,8GB,Yes,NVIDIA GeForce RTX 5050,1,,,,,,,,,Gaming laptop,,,,,,,,,,3,,,,,,,,,,,,
"Apple MacBook Pro 16-inch with M4 Max Chip, 1TB/36GB (Space Black)[2024]",5477,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-max-chip-1tb-36gb-space-black2024,MacBook Pro,,16.2,,3456 x 2234,Liquid Retina XDR display,,Apple M4 Max,,,,,,,36,,1TB,,1TB,,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 21 hours video streaming,,,,Space Black,399,74,290,,,,,,,,,MagSafe 3,SDXC,,1 Year,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Elite 12 core/16GB/512GB OLED (Sapphire)",1849,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-16gb-512gb-oled-sapphire,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,42,3.4,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Integrated,,,2,,,1440p@30 fps (QHD) video,v5.4,,Wi-Fi 7 (802.11 be),Up to 14Hrs,,4,Windows 11 Home,Sapphire,9.3,287,206,0.895,Yes,1 Year,Touchscreen: 13” PixelSense™ Flow Display OLED,Yes,3.4,,2,,,,,,,,,,,,Surface Pro 11th Edition,Hexagon,Up to 45,Yes,1,,7029,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/16GB (Midnight) [2024]",2197,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-16gb-midnight-2024,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,Liquid Retina display,,Apple M3,,8 Core,,,,,16,,512GB,,512GB,,,,,,Yes,HD,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours Apple TV app movie playback,,,MacOS Sonoma,Midnight,237.6,340.4,11.5,,Yes,1 Year,Liquid Retina,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Zenbook EVO 14"" 3K OLED Laptop (1TB) [Intel Core Ultra 7 155H]",1874,https://www.jbhifi.com.au/products/asus-zenbook-evo-14-3k-oled-laptop-1tb-intel-core-ultra-7-155h,Laptop,,14,"14"" to 14.9""",2880 x 1800,3K,,Intel Core Ultra 7,155H,16 Core,24MB,4.8,,,16,DDR5 SDRAM,1TB,M.2,1TB,Intel® Arc™ Graphics,1,1,,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 15hrs,75,4,Windows 11 Home,Silver,220.1,312.4,14.9,1.28,,1 Year,OLED,Yes,1.4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
"Apple MacBook Air 13-inch with M3 Chip, 10-core GPU, 512GB/8GB (Silver)[2024]",1744,https://www.jbhifi.com.au/products/apple-macbook-air-13-inch-with-m3-chip-10-core-gpu-512gb-8gb-silver2024,MacBook Air,,13.6,"13"" to 13.9""",2560 x 1664,Liquid Retina display,,Apple M3,,8 Core,,,,,8,,512GB,,512GB,,,,,,Yes,HD,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours Apple TV app movie playback,,,MacOS Sonoma,Silver,,,,,Yes,1 Year,Liquid Retina,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15s-fq5213TU 15.6"" Full HD Laptop (Intel i7)[512GB]",898,https://www.jbhifi.com.au/products/hp-15s-fq5213tu-15-6-full-hd-laptop-intel-i7512gb,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel Core i7,Intel® Core™ i7-1255U,10 Core,12MB L3,4.7,,,8,DDR4 SDRAM,512GB,M.2,512GB,Intel® Iris® Xᵉ Graphics,1,,1,3.1,Yes,HD,v5.0,No,Wi-Fi 5 (802.11 ac),Up to 7hrs 30mins (typical device usage),41,3,Windows 11 Home S,Silver,242,17.9,358.5,1.69,,1 Year,,,2.2,,,,SD card reader,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
"Lenovo Yoga 9 14"" WQXGA+ 120Hz 2-in-1 OLED Laptop (Intel Core Ultra 7)[1TB/16GB]",3099,https://www.jbhifi.com.au/products/lenovo-yoga-9-14-wqxga-120hz-2-in-1-oled-laptop-intel-core-ultra-71tb-16gb,2 in 1,,14,"15"" to 16.9""",2880 x 1800,WQXGA+,120,Intel Core Ultra 7,Ultra 7 256V,8 Core,12MB,4.8,,,16,,1TB,,1TB,Intel Arc graphics 140V,,1,1,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,75,,Windows 11 Home,Blue,316,15.9,220,,,1 Year,OLED,Yes,,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Strix G16 16"" FHD+ 165Hz Gaming Laptop (Intel Core Ultra 7)[GeForce RTX 5060]",2729,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-fhd-165hz-gaming-laptop-intel-core-ultra-7geforce-rtx-5060,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,165,Intel Core Ultra 7,Intel® Core™ Ultra 7 255HX,20 Core,,5.2,,,16,,1TB,M.2,1TB,,1,3,1,3.2,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,90,4,Windows 11 Home,Grey,22.8,354,268,2.65,,1 Year,IPS,,2.4,,1,,,,,,2,8GB GDDR7,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 5 NG AI PC 16-fb0003QU 16"" WUXGA OLED Touch Laptop (Snapdragon X Plus)[512GB]",1599,https://www.jbhifi.com.au/products/hp-omnibook-5-ng-ai-pc-16-fb0003qu-16-wuxga-oled-touch-laptop-snapdragon-x-plus512gb,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,,Qualcomm Snapdragon,QC Snapdragon X Plus - X1P-42-100,8 Core,30MB L2,3.4,,,32,LPDDR5,512GB,M.2,512GB,Qualcomm Adreno GPU,,,2,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Silver,244,355,13.2,1.59,,1 Year,OLED,Yes,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP OmniBook X Flip WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 5)[512GB/Silver],1399,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-5512gb-silver,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 5,Intel® Core™ Ultra 5 226V,8 Core,8MB L3,4.5,,,16,LPDDR5,512GB,M.2,512GB,Intel Arc 140V,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Silver,218.5,313,14.6,1.38,,1 Year,OLED,Yes,2.1,2,1,,,,,,,8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion 9i 18"" WQUXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080]",6999,https://www.jbhifi.com.au/products/lenovo-legion-9i-18-wquxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5080,Laptop,,18,"17"" to 19.9""",3840 x 2160,WQUXGA,240,Intel Core Ultra 9,275HX,24 Core,36MB,5.4,,,64,DDR5 SDRAM,2TB,,2TB,RTX 5080,1,3,3,3.2,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),Up to 4hrs,99.9,,Windows 11 Home,Black,403,296.9,27.95,3.75,,1 Year,IPS,,,,,,SD,5200,,,,16GB,Yes,NVIDIA GeForce RTX 5080,1,,,,,,,2,,Gaming laptop,GDDR7,,,,64GB RAM (2x32GB),,,,,3,,,,,,,,,,,,
"Alienware Area-51 16"" WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090]",5949,https://www.jbhifi.com.au/products/alienware-area-51-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5090,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,240,Intel Core Ultra 9,275HX,24 Core,36MB,5.4,,,64,DDR5 SDRAM,2TB,M.2,2TB,,1,3,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,96,6,Windows 11 Home,,28.5,365,290,3.4,,1 Year,LED,,2.7,,,,,6400,,,,24GB,Yes,NVIDIA GeForce RTX 5090,,,,,,,,2,,Gaming Laptop,GDDR7,,,,64GB RAM (2x32GB),,,,,,Alienware Care - Hardware & software support for gamers 24/7 with on location repairs after remote diagnosis. Includes international support,,,,,,,,,,,
"Alienware 16X Aurora 16"" WQXGA 240Hz Gaming Laptop (Intel Core Ultra 7)[GeForce RTX 5060]",2729,https://www.jbhifi.com.au/products/alienware-16x-aurora-16-wqxga-240hz-gaming-laptop-intel-core-ultra-7geforce-rtx-5060,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,240,Intel Core Ultra 7,255HX,12 Core,20,5.2,,,16,DDR5 SDRAM,1TB,,1TB,,1,2,1,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,96,6,Windows 11 Home,Blue,23.4,356.98,265.43,2.66,,1 Year,,,2.4,,1,,,5600,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,,Gaming Laptop,,,,,16GB RAM (2x8GB),,,,,3,Alienware Care - Hardware & software support for gamers 24/7 with on location repairs after remote diagnosis. Includes international support,,,,,,,,,,,
"MSI Stealth 16 AI 16"" QHD+ OLED 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5060]",3299,https://www.jbhifi.com.au/products/msi-stealth-16-ai-16-qhd-oled-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5060,Laptop,,16,"15"" to 16.9""",2560 x 1600,,240,Intel Core Ultra 9,Core Ultra 9 285H,16 Core,24MB,5.4,,,32,DDR5,1TB,,1TB,,1,2,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,99.94,4,Windows 11 Home,,19.95,355.8,259.7,2.1,,2 Years,IPS-Level,,2.7,2,1,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,6578,Gaming laptop,,Yes,,,,,,,,,,,,,,,,,,,,
"Asus Vivobook 14 Flip 14"" WUXGA OLED 2-in-1 Laptop (Intel Core Ultra 7) [1TB]",2249,https://www.jbhifi.com.au/products/asus-vivobook-14-flip-14-wuxga-oled-2-in-1-laptop-intel-core-ultra-7-1tb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 7,Intel® Core™ Ultra 7 Processor 258V,8 Core,,4.8,Yes,,16,,1TB,M.2,,Intel® Arc™ Graphics,,1,1,3.2,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),1,70,4,Windows 11 Home,Black,312,221,1.57,1.57,,1 Year,OLED,Yes,2.2,2,1,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Summit 16 16"" QHD+ 165Hz Laptop (Core Ultra 7) [1TB]",2199,https://www.jbhifi.com.au/products/msi-summit-16-16-qhd-165hz-laptop-core-ultra-7-1tb,Laptop,,16,"15"" to 16.9""",2560 x 1600,,165,Intel Core Ultra 7,Ultra 7 255H,16 Core,24MB,5.1,,,32,LPDDR5,1TB,,1TB,Intel Arc Graphics,1,1,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,82,4,Windows 11 Home,,17.35,358,258.55,2.1,,2 Years,IPS-Level,Yes,2.5,1,2,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"MSI Prestige A16 AI+ 16"" UHD+ OLED Laptop (Ryzen 9) [1TB]",2199,https://www.jbhifi.com.au/products/msi-prestige-a16-ai-16-uhd-oled-laptop-ryzen-9-1tb,Laptop,,16,"15"" to 16.9""",3840x2400,,60,AMD Ryzen 9,Ryzen AI 9 365,10 Core,34MB,5,Yes,,32,LPDDR5x,1TB,,1TB,AMD Radeon™ Graphics,1,1,2,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,82,4,Windows 11 Home,Silver,17.35,358,258.55,1.9,,2 Years,"IPS-Level, OLED",,2,,,,MicroSD,,,,,,,,,,,,,,,,5380,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook Ultra Flip 14"" OLED Laptop (Intel® Core™ Ultra 7 / 16GB)",2699,https://www.jbhifi.com.au/products/hp-omnibook-ultra-flip-14-oled-laptop-intel-core-ultra-7-16gb,Laptop,,14,"14"" to 14.9""",2880x1800,2.8K,,Intel® Core™ Ultra 7,Intel® Core™ Ultra 7-258V,8 Core,12MB L3,4.8,Yes,,16,LPDDR5,1TB,M.2,1TB,Intel® Arc™ Graphics,,,1,,Yes,Yes,v5.4,Yes,Yes,Up to 21 hours,,6,Windows 11 Home,Grey,,,,,,1 Year,OLED,Yes,2.2,,2,,,8533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Elite 12 core/16GB/1TB OLED (Sapphire)",2049,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-16gb-1tb-oled-sapphire,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,42,3.4,Yes,"Microsoft Copilot, Copilot keyboard key",16,,1TB,,1TB,Integrated,,,2,,,1440p@30 fps (QHD) video,v5.4,,Wi-Fi 7 (802.11 be),Up to 14Hrs,,4,Windows 11 Home,Sapphire,9.3,287,206,0.895,Yes,1 Year,Touchscreen: 13” PixelSense™ Flow Display OLED,Yes,3.4,,2,,,,,,,,,,,,Surface Pro 11th Edition,Hexagon,Up to 45,Yes,1,,7029,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,,,,,,,,,,,
"MSI Modern 15 H AI 15.6"" FHD 60Hz Laptop (Intel Core Ultra 7) [1TB]",1399,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-60hz-laptop-intel-core-ultra-7-1tb,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,60,Intel Core Ultra 7,Ultra 7 255H,16 Core,24MB,5.1,,,16,DDR5,1TB,,1TB,Intel Arc Graphics,1,3,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,39.3,3,Windows 11 Home,,19.9,359,241,1.9,,1 Year,IPS-Level,,2.5,4,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"HP Victus 15-fa2721TX 15.6"" FHD 144Hz Gaming Laptop (Intel Core i5)[GeForce RTX 2050]",1599,https://www.jbhifi.com.au/products/hp-victus-15-fa2721tx-15-6-fhd-144hz-gaming-laptop-intel-core-i5geforce-rtx-2050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel Core i5,Intel® Core™ i5-13420H,8 Core,12MB L3,4.6,,,16,DDR4,512GB,M.2,512GB,Intel UHD,1,,1,,Yes,Yes,v5.4,Yes,Wi-Fi 6 (802.11 ax),,,3,Windows 11 Home,Silver,255,357.9,23.5,2.29,,1 Year,IPS,,2.1,2,,,SD,3200,,,,4GB,Yes,NVIDIA GeForce RTX 2050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 14-inch with M4 Pro Chip, 1TB/24GB (Silver)[2024]",3877,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-pro-chip-1tb-24gb-silver2024,MacBook Pro,,14,"14"" to 14.9""",3124 x 1964,Liquid Retina XDR display,,Apple M4 Pro,,14 Core,,,,,24,,1TB,,1TB,20 core GPU,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 22 hours video streaming,,,MacOS Sequioa,Silver,,,,,,1 Year,,,,,,MagSafe 3,SDXC,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Stealth 18 AI Studio 18"" UHD+ MiniLED 120Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 4090]",5499,https://www.jbhifi.com.au/products/msi-stealth-18-ai-studio-18-uhd-miniled-120hz-gaming-laptop-intel-core-ultra-9geforce-rtx-4090,Laptop,,18,"17"" to 19.9""",3840 x 2400,,120,Intel Core Ultra 9,185H,16 Core,24MB,5.1,,,64,DDR5 SDRAM,2TB,,2TB,,1,2,1,,Yes,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,99.9,,Windows 11 Pro,Black,289.67,399.99,23.99,2.89,,2 Years,IPS,,2.3,,,,SD express,,,,,16GB,Yes,NVIDIA GeForce RTX 4090,1,,,,,,,,6459,Gaming Laptop,,Yes,,,64GB RAM (2x32GB),,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/16GB (Space Grey)[2024]",2197,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-16gb-space-grey2024,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,Liquid Retina display,,Apple M3,,8 Core,,,,,16,,512GB,,512GB,,,,,,Yes,HD,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours Apple TV app movie playback,,,MacOS Sonoma,Space Grey,237.6,340.4,11.5,,Yes,1 Year,Liquid Retina,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leader Minecraft 14"" HD Laptop (Intel Celeron)[128GB]",379,https://www.jbhifi.com.au/products/leader-minecraft-14-hd-laptop-intel-celeron128gb,Laptop,,14,"14"" to 14.9""",1366 x 768,,,Intel Core Celeron,N4020,Dual Core,4MB,2.8,,,4,,,,128GB,Intel® UHD Graphics 600,,,,,Yes,,v4.2,,Wi-Fi 5 (802.11 ac),,37,,Windows 11 Home,Green,332,220,16.8,1.26,,1 Year,TN,,1.1,,,,SD,,,1,,4GB,,,,128GB,,,,,,,5000,,,,,,,,,,,,,,,,,1,1,,,,,
"Lenovo Yoga Slim 9i 14"" 4K OLED Laptop (Intel Core Ultra 7)[1TB]",3999,https://www.jbhifi.com.au/products/lenovo-yoga-slim-9i-14-4k-oled-laptop-intel-core-ultra-71tb,Laptop,,14,"14"" to 14.9""",3840 x 2400,4K Ultra HD,,Intel Core Ultra 7,258V,8 Core,12MB,4.8,,,32,,1TB,,1TB,Integrated Intel Arc Graphics 140V,,,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,75,,Windows 11 Home,Blue,312.93,203.5,14.55,1.23,,1 Year,OLED,Yes,,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,
"Alienware Area51 16"" WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080]",4759,https://www.jbhifi.com.au/products/alienware-area51-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5080,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,240,Intel Core Ultra 9,275HX,24 Core,36MB,5.4,,,32,DDR5 SDRAM,2TB,M.2,2TB,,1,3,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,96,6,Windows 11 Home,,28.5,365,290,3.4,,1 Year,LED,,2.7,,,,,6400,,,,16GB,Yes,NVIDIA GeForce RTX 5080,,,,,,,,2,,Gaming Laptop,,,,,32GB RAM (2x16GB),,,,,,Alienware Care - Hardware & software support for gamers 24/7 with on location repairs after remote diagnosis. Includes international support,,,,,,,,,,,
"MSI Prestige 16 AI+ 16"" UHD+ OLED Next level AI Laptop (Intel Core Ultra 7) [1TB]",2199,https://www.jbhifi.com.au/products/msi-prestige-16-ai-16-uhd-oled-next-level-ai-laptop-intel-core-ultra-7-1tb,Laptop,,16,"15"" to 16.9""",3840 x 2400,,60,Intel Core Ultra 7,Core Ultra 7 258V,8 Core,12MB,4.8,,,32,LPDDR5x,1TB,,1TB,Intel Arc Graphics,1,1,2,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,99.9,4,Windows 11 Home,Grey,16.85,358.4,254.4,1.5,,1 Year,OLED,,2.2,3,,,SD,,,,,,,,1,,,,,,,,6459,,,Yes,,,,,,,Yes,,,,,,,,,,,,,
